
Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
31654239,10/02/2015 12:00:00 AM,09/01/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,11216,166 MONROE STREET,MONROE STREET,,,,,LATLONG,BROOKLYN,,N/A,Pending,11/01/2015 01:05:20 AM,10/02/2015 01:09:07 AM,Unspecified BROOKLYN,BROOKLYN,997387,188866,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68506056199329,-73.95263265206258,"(40.68506056199329, -73.95263265206258)"
31654248,10/01/2015 12:00:00 AM,10/14/2015 04:34:11 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10459,1071 SIMPSON STREET,SIMPSON STREET,WESTCHESTER AVENUE,EAST 167 STREET,,,ADDRESS,BRONX,,N/A,Closed,10/31/2015 05:05:43 PM,10/14/2015 04:34:11 PM,02 BRONX,BRONX,1013876,239966,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82527709289897,-73.89295407147297,"(40.82527709289897, -73.89295407147297)"
31654249,10/01/2015 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10467,825 CHESTNUT STREET,CHESTNUT STREET,,,,,LATLONG,BRONX,,N/A,Assigned,10/31/2015 07:14:00 AM,10/01/2015 07:16:46 AM,Unspecified BRONX,BRONX,1022428,257308,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.87284287490812,-73.86195491762055,"(40.87284287490812, -73.86195491762055)"
31654260,10/01/2015 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10024,161 WEST   91 STREET,WEST   91 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,,,ADDRESS,NEW YORK,,N/A,Assigned,10/31/2015 04:33:12 PM,10/01/2015 04:40:01 PM,07 MANHATTAN,MANHATTAN,991981,227323,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.790621857731445,-73.97208056772762,"(40.790621857731445, -73.97208056772762)"
31654261,10/01/2015 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11235,2940 BRIGHTON    8 STREET,BRIGHTON    8 STREET,BRIGHTON 7 WALK,BRIGHTON 7 LANE,,,ADDRESS,BROOKLYN,,N/A,Assigned,10/31/2015 12:35:30 PM,10/01/2015 12:43:29 PM,13 BROOKLYN,BROOKLYN,995119,150855,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.58073152262686,-73.96087147219332,"(40.58073152262686, -73.96087147219332)"
31654262,10/02/2015 12:00:00 AM,10/05/2015 01:45:17 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10001,264 WEST   25 STREET,WEST   25 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,11/01/2015 12:34:03 AM,10/05/2015 01:45:17 PM,04 MANHATTAN,MANHATTAN,985236,211102,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74610275295634,-73.99644157755095,"(40.74610275295634, -73.99644157755095)"
31654266,10/01/2015 12:00:00 AM,10/09/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10021,416 EAST   71 STREET,EAST   71 STREET,1 AVENUE,YORK AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,10/31/2015 07:30:59 PM,10/09/2015 12:00:00 AM,08 MANHATTAN,MANHATTAN,996464,218668,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.766861111817406,-73.95590657173557,"(40.766861111817406, -73.95590657173557)"
31654272,10/01/2015 12:00:00 AM,09/22/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10012,150 SULLIVAN STREET,SULLIVAN STREET,PRINCE STREET,WEST HOUSTON STREET,,,ADDRESS,NEW YORK,,N/A,Pending,10/31/2015 10:56:45 PM,09/22/2015 12:00:00 AM,02 MANHATTAN,MANHATTAN,983749,204203,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72716674378135,-74.00180756903403,"(40.72716674378135, -74.00180756903403)"
31654278,10/01/2015 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,11201,47 BRIDGE STREET,BRIDGE STREET,PLYMOUTH STREET,WATER STREET,,,ADDRESS,BROOKLYN,,N/A,Assigned,10/31/2015 10:39:13 AM,10/01/2015 10:45:10 AM,02 BROOKLYN,BROOKLYN,988509,195494,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70326161073931,-73.98463936931026,"(40.70326161073931, -73.98463936931026)"
31654285,10/01/2015 12:00:00 AM,10/07/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11238,381 CARLTON AVENUE,CARLTON AVENUE,LAFAYETTE AVENUE,GREENE AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,10/31/2015 10:34:16 PM,10/07/2015 12:00:00 AM,02 BROOKLYN,BROOKLYN,992156,189357,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.686414462761164,-73.97149319900068,"(40.686414462761164, -73.97149319900068)"
31655092,10/01/2015 12:00:00 AM,10/07/2015 11:41:26 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10039,2756 8 AVENUE,8 AVENUE,WEST 146 STREET,WEST 147 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,10/31/2015 01:11:12 PM,10/07/2015 11:41:26 PM,10 MANHATTAN,MANHATTAN,1000516,239401,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8237610357434,-73.94122834333496,"(40.8237610357434, -73.94122834333496)"
31655093,10/01/2015 12:00:00 AM,11/17/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11207,1379 BUSHWICK AVENUE,BUSHWICK AVENUE,DECATUR STREET,COOPER STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,10/31/2015 12:34:04 PM,11/17/2015 12:00:00 AM,04 BROOKLYN,BROOKLYN,1009091,188896,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.685117795772406,-73.91043210415438,"(40.685117795772406, -73.91043210415438)"
31655105,10/01/2015 12:00:00 AM,10/05/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10455,2912 3 AVENUE,3 AVENUE,EAST 150 STREET,EAST 151 STREET,,,ADDRESS,BRONX,,N/A,Closed,10/31/2015 02:41:28 PM,10/05/2015 12:00:00 AM,01 BRONX,BRONX,1007426,236929,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.81696066847872,-73.9162699597469,"(40.81696066847872, -73.9162699597469)"
31655137,10/01/2015 12:00:00 AM,10/07/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11212,275 EAST   94 STREET,EAST   94 STREET,CLARKSON AVENUE,KINGS HIGHWAY,,,ADDRESS,BROOKLYN,,N/A,Closed,10/31/2015 05:05:07 AM,10/07/2015 12:00:00 AM,17 BROOKLYN,BROOKLYN,1005857,179466,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.65924305589766,-73.92212299068564,"(40.65924305589766, -73.92212299068564)"
31655138,10/01/2015 12:00:00 AM,10/15/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11221,64 TROUTMAN STREET,TROUTMAN STREET,,,,,LATLONG,BROOKLYN,,N/A,Closed,10/31/2015 10:40:11 AM,10/15/2015 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,1003283,193730,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69840040069131,-73.9313600387621,"(40.69840040069131, -73.9313600387621)"
31655167,10/01/2015 12:00:00 AM,10/07/2015 07:34:27 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11203,862 SCHENECTADY AVENUE,SCHENECTADY AVENUE,LINDEN BOULEVARD,CHURCH AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,10/31/2015 11:36:13 AM,10/07/2015 07:34:27 PM,17 BROOKLYN,BROOKLYN,1002739,176884,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.652163092715256,-73.93336811338528,"(40.652163092715256, -73.93336811338528)"
31655254,10/02/2015 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10002,,,,,JEFFERSON STREET,EAST BROADWAY,INTERSECTION,NEW YORK,,N/A,Assigned,11/01/2015 01:29:39 AM,10/07/2015 12:00:00 AM,03 MANHATTAN,MANHATTAN,987382,199474,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.714186238932925,-73.9887021882027,"(40.714186238932925, -73.9887021882027)"
31655256,10/01/2015 12:00:00 AM,10/08/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10463,3880 SEDGWICK AVENUE,SEDGWICK AVENUE,STEVENSON PLACE,BEND,,,ADDRESS,BRONX,,N/A,Closed,10/31/2015 01:32:32 PM,10/08/2015 12:00:00 AM,08 BRONX,BRONX,1013559,260995,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8829964471808,-73.89400752920206,"(40.8829964471808, -73.89400752920206)"
31656009,10/01/2015 12:00:00 AM,10/01/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10451,730 GRAND CONCOURSE,GRAND CONCOURSE,EAST 153 STREET,EAST 156 STREET,,,ADDRESS,BRONX,,N/A,Closed,10/31/2015 02:00:51 PM,10/01/2015 02:09:39 PM,04 BRONX,BRONX,1005086,239033,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82274138247605,-73.92471735318712,"(40.82274138247605, -73.92471735318712)"
31656011,10/01/2015 12:00:00 AM,10/09/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11423,91-07 184 STREET,184 STREET,91 AVENUE,91 ROAD,,,ADDRESS,Hollis,,N/A,Closed,10/31/2015 05:29:11 PM,10/09/2015 12:00:00 AM,12 QUEENS,QUEENS,1046249,198005,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70993751815062,-73.77637000445895,"(40.70993751815062, -73.77637000445895)"
31656016,10/01/2015 12:00:00 AM,10/07/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Government Building,10026,240 WEST  113 STREET,WEST  113 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,10/31/2015 02:35:27 PM,10/07/2015 12:00:00 AM,10 MANHATTAN,MANHATTAN,996734,231357,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80168865532673,-73.95490827194348,"(40.80168865532673, -73.95490827194348)"
31656093,10/01/2015 12:00:00 AM,12/23/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10023,180 WEST END AVENUE,WEST END AVENUE,WEST 66 STREET,WEST 70 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,10/31/2015 05:36:05 AM,12/23/2015 12:00:00 AM,07 MANHATTAN,MANHATTAN,988080,222528,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.777463411058804,-73.9861712205412,"(40.777463411058804, -73.9861712205412)"
31656142,10/02/2015 12:00:00 AM,08/20/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,11216,168 MONROE STREET,MONROE STREET,,,,,LATLONG,BROOKLYN,,N/A,Pending,11/01/2015 01:04:28 AM,10/02/2015 01:09:11 AM,Unspecified BROOKLYN,BROOKLYN,997406,188846,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68500563835088,-73.95256418388672,"(40.68500563835088, -73.95256418388672)"
31656145,10/01/2015 12:00:00 AM,09/04/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11434,180-02 145 DRIVE,145 DRIVE,180 STREET,181 STREET,,,ADDRESS,Jamaica,,N/A,Pending,10/31/2015 12:28:17 PM,10/01/2015 12:32:11 PM,13 QUEENS,QUEENS,1049483,181136,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.66361289345199,-73.7648683675051,"(40.66361289345199, -73.7648683675051)"
31656153,10/01/2015 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11417,90-13 SILVER ROAD,SILVER ROAD,90 STREET,RICO PLACE,,,ADDRESS,Ozone Park,,N/A,Assigned,10/31/2015 04:53:22 PM,10/01/2015 05:03:19 PM,10 QUEENS,QUEENS,1026857,185478,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67566848533336,-73.84639588074391,"(40.67566848533336, -73.84639588074391)"
31656162,10/02/2015 12:00:00 AM,07/20/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10001,266 WEST   25 STREET,WEST   25 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,,N/A,Pending,11/01/2015 12:50:04 AM,07/20/2015 12:00:00 AM,04 MANHATTAN,MANHATTAN,985225,211108,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74611922267119,-73.99648127510599,"(40.74611922267119, -73.99648127510599)"
31656176,10/01/2015 12:00:00 AM,10/06/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11433,109-02 MERRICK BOULEVARD,MERRICK BOULEVARD,108 DRIVE,109 AVENUE,,,ADDRESS,Jamaica,,N/A,Closed,10/31/2015 10:44:06 AM,10/06/2015 12:00:00 AM,12 QUEENS,QUEENS,1043976,193414,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69735197537959,-73.78460938536982,"(40.69735197537959, -73.78460938536982)"
31656868,10/02/2015 12:00:00 AM,07/20/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10001,266 WEST   25 STREET,WEST   25 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,,N/A,Pending,11/01/2015 12:45:07 AM,07/20/2015 12:00:00 AM,04 MANHATTAN,MANHATTAN,985225,211108,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74611922267119,-73.99648127510599,"(40.74611922267119, -73.99648127510599)"
31656869,10/01/2015 12:00:00 AM,10/07/2015 05:51:20 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10452,15 EAST CLARKE PLACE,EAST CLARKE PLACE,JEROME AVENUE,WALTON AVENUE,,,ADDRESS,BRONX,,N/A,Closed,10/31/2015 06:23:44 PM,10/07/2015 05:51:20 PM,04 BRONX,BRONX,1006786,244671,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83821189559482,-73.91855613910845,"(40.83821189559482, -73.91855613910845)"
31656938,10/01/2015 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11221,575 EVERGREEN AVENUE,EVERGREEN AVENUE,HANCOCK STREET,WEIRFIELD STREET,,,ADDRESS,BROOKLYN,,N/A,Assigned,10/31/2015 04:05:18 PM,10/01/2015 04:11:54 PM,04 BROOKLYN,BROOKLYN,1008213,190388,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68921541235824,-73.91359255423468,"(40.68921541235824, -73.91359255423468)"
31656960,10/01/2015 12:00:00 AM,10/06/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11216,DEAN STREET,DEAN STREET,BEDFORD AVENUE,NOSTRAND AVENUE,,,BLOCKFACE,BROOKLYN,,N/A,Closed,10/31/2015 11:20:35 AM,10/06/2015 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,997769,185911,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67694918422289,-73.95126122447932,"(40.67694918422289, -73.95126122447932)"
31657002,10/01/2015 12:00:00 AM,10/23/2015 11:46:50 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10002,484 GRAND ST,GRAND ST,,,,,LATLONG,NEW YORK,,N/A,Closed,10/31/2015 11:24:49 PM,10/23/2015 11:46:50 AM,Unspecified MANHATTAN,MANHATTAN,989055,199882,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71530535098943,-73.98266701872032,"(40.71530535098943, -73.98266701872032)"
31657032,10/01/2015 12:00:00 AM,09/28/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11105,,,,,23 AVENUE,42 STREET,INTERSECTION,Astoria,,N/A,Pending,10/31/2015 06:46:00 PM,10/01/2015 06:50:55 PM,01 QUEENS,QUEENS,1010070,219845,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77006240086818,-73.9067834279182,"(40.77006240086818, -73.9067834279182)"
31657061,10/01/2015 12:00:00 AM,10/08/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Catch Basin/Sewer,11238,1 QUINCY ST,QUINCY ST,,,,,LATLONG,BROOKLYN,,N/A,Closed,10/31/2015 06:58:49 AM,10/08/2015 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,994958,189185,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68593941581872,-73.96139025360912,"(40.68593941581872, -73.96139025360912)"
31657062,10/01/2015 12:00:00 AM,10/06/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,10006,100 GREENWICH STREET,GREENWICH STREET,,,,,LATLONG,NEW YORK,,N/A,Closed,10/31/2015 11:07:14 AM,10/06/2015 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,980476,197360,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.708383560935836,-74.01361246173343,"(40.708383560935836, -74.01361246173343)"
31657070,10/01/2015 12:00:00 AM,10/15/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11105,22-49 42 STREET,42 STREET,DITMARS BOULEVARD,23 AVENUE,,,ADDRESS,Astoria,,N/A,Closed,10/31/2015 06:50:44 PM,10/15/2015 12:00:00 AM,01 QUEENS,QUEENS,1010352,220145,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77088499405698,-73.90576417395022,"(40.77088499405698, -73.90576417395022)"
31657073,10/01/2015 12:00:00 AM,10/01/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10002,207 CLINTON STREET,CLINTON STREET,EAST BROADWAY,HENRY STREET,,,ADDRESS,NEW YORK,,N/A,Closed,10/31/2015 12:43:33 PM,10/01/2015 12:56:13 PM,03 MANHATTAN,MANHATTAN,987830,199310,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.713735928142974,-73.9870862410549,"(40.713735928142974, -73.9870862410549)"
31657775,10/01/2015 12:00:00 AM,10/07/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11201,CATHEDRAL PLACE,CATHEDRAL PLACE,,,,,LATLONG,BROOKLYN,,N/A,Closed,10/31/2015 04:55:11 PM,10/07/2015 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,988098,192988,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69638341452712,-73.9861231253934,"(40.69638341452712, -73.9861231253934)"
31657825,10/01/2015 12:00:00 AM,08/06/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11212,1569 EAST NEW YORK AVENUE,EAST NEW YORK AVENUE,PROSPECT PLACE,ST MARKS AVENUE,,,ADDRESS,BROOKLYN,,N/A,Pending,10/31/2015 02:29:39 PM,10/01/2015 02:44:06 PM,16 BROOKLYN,BROOKLYN,1009182,184335,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.672598634197115,-73.9101208641934,"(40.672598634197115, -73.9101208641934)"
31657826,10/01/2015 12:00:00 AM,01/16/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Parking Lot/Garage,10301,25 WALL STREET,WALL STREET,STUYVESANT PLACE,ACADEMY PLACE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,10/31/2015 08:55:56 PM,01/16/2016 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,962621,173914,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.644003976444296,-74.07793849841514,"(40.644003976444296, -74.07793849841514)"
31657978,10/01/2015 12:00:00 AM,09/24/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,10026,68 WEST 119TH STREET,WEST 119TH STREET,,,,,LATLONG,NEW YORK,,N/A,Pending,10/31/2015 10:24:46 AM,10/01/2015 10:28:25 AM,Unspecified MANHATTAN,MANHATTAN,998796,231967,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.803359783828654,-73.9474590873366,"(40.803359783828654, -73.9474590873366)"
31657985,10/01/2015 12:00:00 AM,07/28/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10031,3333D BROADWAY,BROADWAY,WEST 134 STREET,WEST 135 STREET,,,ADDRESS,NEW YORK,,N/A,Pending,10/31/2015 11:27:59 AM,10/01/2015 11:37:14 AM,09 MANHATTAN,MANHATTAN,996640,237990,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.81989452751751,-73.95523555304263,"(40.81989452751751, -73.95523555304263)"
