Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
31469063,09/05/2015 12:00:00 AM,09/17/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11203,874 LENOX ROAD,LENOX ROAD,EAST 53 STREET,EAST 54 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,10/05/2015 04:11:12 PM,09/17/2015 12:00:00 AM,17 BROOKLYN,BROOKLYN,1004462,178120,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.65555187672257,-73.92715495002959,"(40.65555187672257, -73.92715495002959)"
31469075,09/05/2015 12:00:00 AM,10/21/2015 04:38:39 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11207,519 WARWICK STREET,WARWICK STREET,SUTTER AVENUE,BLAKE AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,10/05/2015 11:27:53 AM,10/21/2015 04:38:39 PM,05 BROOKLYN,BROOKLYN,1016122,183598,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67055347082744,-73.88510587613689,"(40.67055347082744, -73.88510587613689)"
31469076,09/05/2015 12:00:00 AM,08/04/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10026,312 WEST  114 STREET,WEST  114 STREET,8 AVENUE,MANHATTAN AVENUE,,,ADDRESS,NEW YORK,,N/A,Pending,10/05/2015 11:34:20 PM,09/05/2015 11:38:03 PM,10 MANHATTAN,MANHATTAN,996210,231947,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.803308768196025,-73.95679988851664,"(40.803308768196025, -73.95679988851664)"
31469077,09/05/2015 12:00:00 AM,07/15/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10460,1015 EAST  179 STREET,EAST  179 STREET,BRYANT AVENUE,BOSTON ROAD,,,ADDRESS,BRONX,,N/A,Pending,10/05/2015 11:03:55 PM,09/05/2015 11:11:58 PM,06 BRONX,BRONX,1017587,246019,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84187759131721,-73.87951526156954,"(40.84187759131721, -73.87951526156954)"
31469081,09/05/2015 12:00:00 AM,09/22/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10027,WEST 120 STREET,WEST 120 STREET,ADAM CLAYTON POWELL BOULEVARD,ST NICHOLAS AVENUE,,,BLOCKFACE,NEW YORK,,N/A,Closed,10/05/2015 04:06:12 PM,09/22/2015 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,997594,233024,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80626285462481,-73.95179867241538,"(40.80626285462481, -73.95179867241538)"
31469760,09/05/2015 12:00:00 AM,09/30/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10002,185-191 DELANCEY ST,DELANCEY ST,,,,,LATLONG,NEW YORK,,N/A,Closed,10/05/2015 09:21:03 PM,09/30/2015 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,988475,200535,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.717097975569665,-73.98475883133516,"(40.717097975569665, -73.98475883133516)"
31469762,09/05/2015 12:00:00 AM,07/13/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10027,1467 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST 131 STREET,WEST 133 STREET,,,ADDRESS,NEW YORK,,N/A,Pending,10/05/2015 01:09:03 PM,09/05/2015 01:11:59 PM,09 MANHATTAN,MANHATTAN,997128,237003,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.81718479255649,-73.9534743279133,"(40.81718479255649, -73.9534743279133)"
31469878,09/05/2015 12:00:00 AM,09/25/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10458,2427 WEBSTER AVENUE,WEBSTER AVENUE,EAST 187 STREET,EAST 188 STREET,,,ADDRESS,BRONX,,N/A,Closed,10/05/2015 05:27:34 PM,09/25/2015 12:00:00 AM,05 BRONX,BRONX,1013718,252440,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85951507984732,-73.89347015025339,"(40.85951507984732, -73.89347015025339)"
31469902,09/05/2015 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11208,710 SHEPHERD AVENUE,SHEPHERD AVENUE,NEW LOTS AVENUE,HEGEMAN AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,10/05/2015 06:47:50 PM,09/22/2015 09:49:30 AM,05 BROOKLYN,BROOKLYN,1017959,182258,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6668686693019,-73.8784904556752,"(40.6668686693019, -73.8784904556752)"
31470006,09/06/2015 12:00:00 AM,09/10/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10027,232 WEST  120 STREET,WEST  120 STREET,7 AVENUE,ST NICHOLAS AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,10/05/2015 11:51:59 PM,09/10/2015 12:00:00 AM,10 MANHATTAN,MANHATTAN,997592,233022,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.806257368197635,-73.95180590080824,"(40.806257368197635, -73.95180590080824)"
31470616,09/05/2015 12:00:00 AM,09/09/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,11215,566 CARROLL STREET,CARROLL STREET,4 AVENUE,5 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,10/05/2015 08:32:13 PM,09/09/2015 12:00:00 AM,06 BROOKLYN,BROOKLYN,988907,185515,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.675871351588924,-73.98321082927473,"(40.675871351588924, -73.98321082927473)"
31470628,09/05/2015 12:00:00 AM,09/14/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11378,53-49 72 PLACE,72 PLACE,53 ROAD,BEND,,,ADDRESS,Maspeth,,N/A,Closed,10/05/2015 07:15:16 PM,09/14/2015 12:00:00 AM,05 QUEENS,QUEENS,1014329,205237,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7299536926673,-73.8914727409871,"(40.7299536926673, -73.8914727409871)"
31470750,09/05/2015 12:00:00 AM,09/14/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11201,177 COLUMBIA HEIGHTS,COLUMBIA HEIGHTS,,,,,LATLONG,BROOKLYN,,N/A,Closed,10/05/2015 01:33:18 PM,09/14/2015 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,985177,193259,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6971280345472,-73.99665696299859,"(40.6971280345472, -73.99665696299859)"
31470751,09/05/2015 12:00:00 AM,11/05/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10306,89 GUYON AVENUE,GUYON AVENUE,,,,,LATLONG,STATEN ISLAND,,N/A,Closed,10/05/2015 11:32:44 PM,11/05/2015 12:00:00 AM,Unspecified STATEN ISLAND,STATEN ISLAND,948769,145145,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.56499436488313,-74.12770196794561,"(40.56499436488313, -74.12770196794561)"
31470754,09/06/2015 12:00:00 AM,09/21/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10037,2333 5 AVENUE,5 AVENUE,WEST 141 STREET,BEND,,,ADDRESS,NEW YORK,,N/A,Closed,10/06/2015 01:22:10 AM,09/21/2015 12:00:00 AM,11 MANHATTAN,MANHATTAN,1002321,236854,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.816766732715145,-73.93471345108132,"(40.816766732715145, -73.93471345108132)"
31470773,09/05/2015 12:00:00 AM,09/22/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,10461,1863 LURTING AVENUE,LURTING AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,,,ADDRESS,BRONX,,N/A,Closed,10/05/2015 04:35:40 PM,09/22/2015 12:00:00 AM,11 BRONX,BRONX,1024428,249113,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85034122410502,-73.85477240091365,"(40.85034122410502, -73.85477240091365)"
31470776,09/05/2015 12:00:00 AM,09/18/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,11222,,,,,OAK STREET,WEST STREET,INTERSECTION,BROOKLYN,,N/A,Closed,10/05/2015 11:35:38 AM,09/18/2015 12:00:00 AM,01 BROOKLYN,BROOKLYN,995643,204367,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.727609560994104,-73.9588946674607,"(40.727609560994104, -73.9588946674607)"
